fecha,pais,pais_code,socio,socio_code,exportaciones,importaciones,moneda_original
2021-06,Estados Unidos,US,Australia,AU,2215393631.0,1024236951.0,USD
2021-07,Estados Unidos,US,Australia,AU,2234816124.0,1017691900.0,USD
2021-08,Estados Unidos,US,Australia,AU,2354782412.0,1206282755.0,USD
2021-09,Estados Unidos,US,Australia,AU,2131460910.0,1000107041.0,USD
2021-10,Estados Unidos,US,Australia,AU,2509630843.0,1212506720.0,USD
2021-11,Estados Unidos,US,Australia,AU,2163050986.0,1083408470.0,USD
2021-12,Estados Unidos,US,Australia,AU,2170627725.0,1145981005.0,USD
2022-01,Estados Unidos,US,Australia,AU,2028700521.0,1145808088.0,USD
2022-02,Estados Unidos,US,Australia,AU,2172443712.0,1050376941.0,USD
2022-03,Estados Unidos,US,Australia,AU,2471355218.0,1492234366.0,USD
2022-04,Estados Unidos,US,Australia,AU,2547781050.0,1315521509.0,USD
2022-05,Estados Unidos,US,Australia,AU,2494111453.0,1459382202.0,USD
2022-06,Estados Unidos,US,Australia,AU,2938175808.0,1428652396.0,USD
2022-07,Estados Unidos,US,Australia,AU,2630085449.0,1280089735.0,USD
2022-08,Estados Unidos,US,Australia,AU,2410915825.0,1302283587.0,USD
2022-09,Estados Unidos,US,Australia,AU,3065485696.0,1359721179.0,USD
2022-10,Estados Unidos,US,Australia,AU,2452939040.0,1556225698.0,USD
2022-11,Estados Unidos,US,Australia,AU,2419083994.0,1379191697.0,USD
2022-12,Estados Unidos,US,Australia,AU,2883265423.0,1377913791.0,USD
2023-01,Estados Unidos,US,Australia,AU,2531481255.0,1296970943.0,USD
2023-02,Estados Unidos,US,Australia,AU,2597691379.0,1080127795.0,USD
2023-03,Estados Unidos,US,Australia,AU,2984020153.0,1193606679.0,USD
2023-04,Estados Unidos,US,Australia,AU,2415121413.0,1469618159.0,USD
2023-05,Estados Unidos,US,Australia,AU,2781426903.0,1655927177.0,USD
2023-06,Estados Unidos,US,Australia,AU,2871375224.0,1441118285.0,USD
2023-07,Estados Unidos,US,Australia,AU,3085914782.0,1430381998.0,USD
2023-08,Estados Unidos,US,Australia,AU,2861954328.0,1278374762.0,USD
2023-09,Estados Unidos,US,Australia,AU,2877191411.0,1227732886.0,USD
2023-10,Estados Unidos,US,Australia,AU,2901454859.0,1393977397.0,USD
2023-11,Estados Unidos,US,Australia,AU,2686727446.0,1396066479.0,USD
2023-12,Estados Unidos,US,Australia,AU,3030842067.0,1058890700.0,USD
2024-01,Estados Unidos,US,Australia,AU,2480888968.0,1228791497.0,USD
2024-02,Estados Unidos,US,Australia,AU,2659293538.0,1137585769.0,USD
2024-03,Estados Unidos,US,Australia,AU,3077017710.0,1104112262.0,USD
2024-04,Estados Unidos,US,Australia,AU,2501417909.0,1297188099.0,USD
